id,name,email,contact,address,url,classification,jurisdiction__slug,tags,other_names,website_dump,description,request_note,parent__name
14325,Agentur für Arbeit Landau,landau@arbeitsagentur.de,,"Johannes-Kopp-Str. 2, 76829 Landau",,arbeitsagentur,bund,"""Arbeit und Soziales""",rheinland-pfalz,,,,Bundesministerium für Arbeit und Soziales
11084,Agentur für Arbeit Landshut-Pfarrkirchen,landshut-pfarrkirchen@arbeitsagentur.de,Tel:+49 (0)871 697-0 Fax:+49 (0)871 697-360,Leinfelderstr. 6 84034 Landshut,http://www.arbeitsagentur.de/web/content/83501,arbeitsagentur,bund,"""Arbeit und Soziales""",,,,,Bundesministerium für Arbeit und Soziales
5771,Agentur für Arbeit Lebach,lebach@arbeitsagentur.de,"Tel.: 01801/555111 (Arbeitnehmer)
01801/664466 (Arbeitgeber)
Festnetzpreis 3,9 ct/min;
Mobilfunkpreis höchsten 42 ct/min
Fax: 06881/935050","Ludwigstraße 10
66740 Saarlouis",http://www.arbeitsagentur.de/nn_16484/Partner/RD-RPS/Saarlouis/55909-Geschaeftsstelle-Lebach.html,arbeitsagentur,bund,,,,,,Bundesministerium für Arbeit und Soziales
14326,Agentur für Arbeit Leipzig,leipzig@arbeitsagentur.de,,"Georg-Schumann-Str. 150, 04159 Leipzig",,arbeitsagentur,bund,"""Arbeit und Soziales""",sachsen,,,,Bundesministerium für Arbeit und Soziales
14327,Agentur für Arbeit Limburg – Wetzlar,limburg-wetzlar@arbeitsagentur.de,,"Ste.-Foy-Str. 23, 65549 Limburg",,arbeitsagentur,bund,"""Arbeit und Soziales""",hessen,,,,Bundesministerium für Arbeit und Soziales
14328,Agentur für Arbeit Lörrach,loerrach@arbeitsagentur.de,,"Brombacher Str. 2, 79539 Lörrach",,arbeitsagentur,bund,"""Arbeit und Soziales""",baden-wurttemberg,,,,Bundesministerium für Arbeit und Soziales
14329,Agentur für Arbeit Lübeck,luebeck@arbeitsagentur.de,,"Hans-Böckler-Str. 1, 23560 Lübeck",,arbeitsagentur,bund,"""Arbeit und Soziales""",schleswig-holstein,,,,Bundesministerium für Arbeit und Soziales
14330,Agentur für Arbeit Ludwigsburg,ludwigsburg@arbeitsagentur.de,,"Stuttgarter Str. 53/55, 71638 Ludwigsburg",,arbeitsagentur,bund,"""Arbeit und Soziales""",baden-wurttemberg,,,,Bundesministerium für Arbeit und Soziales
14331,Agentur für Arbeit Ludwigshaven,ludwigshaven@arbeitsagentur.de,,"Berliner Str. 23a, 67059 Ludwigshafen",,arbeitsagentur,bund,"""Arbeit und Soziales""",rheinland-pfalz,,,,Bundesministerium für Arbeit und Soziales
14332,Agentur für Arbeit Lüneburg – Uelzen,lueneburg-uelzen@arbeitsagentur.de,,"An den Reeperbahnen 2, 21335 Lüneburg",,arbeitsagentur,bund,"""Arbeit und Soziales""",niedersachsen,,,,Bundesministerium für Arbeit und Soziales
14333,Agentur für Arbeit Magdeburg,magdeburg@arbeitsagentur.de,,"Hohepfortestr. 37, 39104 Magdeburg",,arbeitsagentur,bund,"""Arbeit und Soziales""",sachsen-anhalt/thueringen,,,,Bundesministerium für Arbeit und Soziales
14334,Agentur für Arbeit Mainz,mainz@arbeitsagentur.de,,"Untere Zahlbacher Str. 27, 55131 Mainz",,arbeitsagentur,bund,"""Arbeit und Soziales""",rheinland-pfalz,,,,Bundesministerium für Arbeit und Soziales
14335,Agentur für Arbeit Mannheim,mannheim@arbeitsagentur.de,,"M 3 a, 68161 Mannheim",,arbeitsagentur,bund,"""Arbeit und Soziales""",baden-wurttemberg,,,,Bundesministerium für Arbeit und Soziales
14336,Agentur für Arbeit Marburg,marburg@arbeitsagentur.de,,"Afföller Str. 25, 35039 Marburg",,arbeitsagentur,bund,"""Arbeit und Soziales""",hessen,,,,Bundesministerium für Arbeit und Soziales
5772,Agentur für Arbeit Merzig,merzig@arbeitsagentur.de,"Tel.: 01801/555111 (Arbeitnehmer)
01801/664466 (Arbeitgeber)
Festnetzpreis 3,9 ct/min;
Mobilfunkpreis höchsten 42 ct/min
Fax: 06861/770950","Ludwigstraße 10
66740 Saarlouis",http://www.arbeitsagentur.de/nn_16484/Partner/RD-RPS/Saarlouis/55905-Geschaeftsstelle-Merzig.html,arbeitsagentur,bund,,,,,,Bundesministerium für Arbeit und Soziales
14337,Agentur für Arbeit Meschede – Soest,meschede-soest@arbeitsagentur.de,,"Heinsbergplatz 6, 59494 Soest",,arbeitsagentur,bund,"""Arbeit und Soziales""",nrw,,,,Bundesministerium für Arbeit und Soziales
14338,Agentur für Arbeit Mettmann,mettmann@arbeitsagentur.de,,"Marie-Curie-Straße 1-5, 40822 Mettmann",,arbeitsagentur,bund,"""Arbeit und Soziales""",nrw,,,,Bundesministerium für Arbeit und Soziales
14339,Agentur für Arbeit Mönchengladbach,moenchengladbach@arbeitsagentur.de,,"Lürriper Str. 78-80, 41065 Mönchengladbach",,arbeitsagentur,bund,"""Arbeit und Soziales""",nrw,,,,Bundesministerium für Arbeit und Soziales
14340,Agentur für Arbeit Montabaur,montabaur@arbeitsagentur.de,,"Tonnerrestr. 1, 56410 Montabaur",,arbeitsagentur,bund,"""Arbeit und Soziales""",rheinland-pfalz,,,,Bundesministerium für Arbeit und Soziales
11085,Agentur für Arbeit München,muenchen@arbeitsagentur.de,Tel:+49 (0)89 5154-0 Fax:+49 (0)89 5154-6669,Kapuzinerstraße 26 80337 München,http://www.arbeitsagentur.de/web/content/84301,arbeitsagentur,bund,"""Arbeit und Soziales""",,,,,Bundesministerium für Arbeit und Soziales
14341,Agentur für Arbeit Nagold – Pforzheim,nagold-pforzheim@arbeitsagentur.de,,"Bahnhofstr. 37, 72202 Nagold",,arbeitsagentur,bund,"""Arbeit und Soziales""",baden-wurttemberg,,,,Bundesministerium für Arbeit und Soziales
14342,Agentur für Arbeit Neubrandenburg,neubrandenburg@arbeitsagentur.de,,"Ponyweg 37-41, 17034 Neubrandenburg",,arbeitsagentur,bund,"""Arbeit und Soziales""",mecklenburg-vorpommern,,,,Bundesministerium für Arbeit und Soziales
14343,Agentur für Arbeit Neumünster,neumuenster@arbeitsagentur.de,,"Wittorfer Str. 22-26, 24534 Neumünster",,arbeitsagentur,bund,"""Arbeit und Soziales""",mecklenburg-vorpommern,,,,Bundesministerium für Arbeit und Soziales
5773,Agentur für Arbeit Neunkirchen,neunkirchen@arbeitsagentur.de,"Tel.: 01801/555111 (Arbeitnehmer)
01801/664466 (Arbeitgeber)
Festnetzpreis 3,9 ct/min;
Mobilfunkpreis höchsten 42 ct/min
Fax: 06821/204343","Ringstraße 1
66538 Neunkirchen",http://www.arbeitsagentur.de/nn_16056/Navigation/Dienststellen/RD-RPS/Neunkirchen/Agentur/Agentur-Nav.html,arbeitsagentur,bund,,,,,,Bundesministerium für Arbeit und Soziales
14344,Agentur für Arbeit Neuruppin,neuruppin@arbeitsagentur.de,,"Treckmannstr. 15, 16816 Neuruppin",,arbeitsagentur,bund,"""Arbeit und Soziales""",brandenburg,,,,Bundesministerium für Arbeit und Soziales
14345,Agentur für Arbeit Neuwied,neuwied@arbeitsagentur.de,,"Julius-Remy-Str. 4, 56564 Neuwied",,arbeitsagentur,bund,"""Arbeit und Soziales""",rheinland-pfalz,,,,Bundesministerium für Arbeit und Soziales
14346,Agentur für Arbeit Nienburg – Verden,nienburg-verden@arbeitsagentur.de,,"Lindhooper Str. 9, 27283 Verden",,arbeitsagentur,bund,"""Arbeit und Soziales""",niedersachsen,,,,Bundesministerium für Arbeit und Soziales
14347,Agentur für Arbeit Nordhausen,nordhausen@arbeitsagentur.de,,"Uferstr. 02, 99734 Nordhausen",,arbeitsagentur,bund,"""Arbeit und Soziales""",sachsen-anhalt/thueringen,,,,Bundesministerium für Arbeit und Soziales
14348,Agentur für Arbeit Nordhorn,nordhorn@arbeitsagentur.de,,"Stadtring 9-15, 48527 Nordhorn",,arbeitsagentur,bund,"""Arbeit und Soziales""",niedersachsen,,,,Bundesministerium für Arbeit und Soziales
11086,Agentur für Arbeit Nürnberg,nuernberg@arbeitsagentur.de,Tel:+49 (0)911 529-0 Fax:+49 (0)911 529-2999,Richard-Wagner-Platz 5 90443 Nürnberg,http://www.arbeitsagentur.de/web/content/73501,arbeitsagentur,bund,"""Arbeit und Soziales""",,,,,Bundesministerium für Arbeit und Soziales
14349,Agentur für Arbeit Oberhausen,oberhausen@arbeitsagentur.de,,"Mülheimer Str. 36, 46045 Oberhausen",,arbeitsagentur,bund,"""Arbeit und Soziales""",nrw,,,,Bundesministerium für Arbeit und Soziales
14350,Agentur für Arbeit Offenbach,offenbach@arbeitsagentur.de,,"Domstr. 68-72, 63067 Offenbach",,arbeitsagentur,bund,"""Arbeit und Soziales""",hessen,,,,Bundesministerium für Arbeit und Soziales
14351,Agentur für Arbeit Offenburg,offenburg@arbeitsagentur.de,,"Weingartenstr. 3, 77654 Offenburg",,arbeitsagentur,bund,"""Arbeit und Soziales""",baden-wurttemberg,,,,Bundesministerium für Arbeit und Soziales
14352,Agentur für Arbeit Oldenburg – Wilhelmshaven,oldenburg-wilhelmshaven@arbeitsagentur.de,,"Stau 70, 26122 Oldenburg",,arbeitsagentur,bund,"""Arbeit und Soziales""",niedersachsen,,,,Bundesministerium für Arbeit und Soziales
14353,Agentur für Arbeit Oschatz,oschatz@arbeitsagentur.de,,"Oststraße 3, 04758 Oschatz",,arbeitsagentur,bund,"""Arbeit und Soziales""",sachsen,,,,Bundesministerium für Arbeit und Soziales
14354,Agentur für Arbeit Osnabrück,osnabrueck@arbeitsagentur.de,,"Johannistorwall 56, 49080 Osnabrück",,arbeitsagentur,bund,"""Arbeit und Soziales""",niedersachsen,,,,Bundesministerium für Arbeit und Soziales
14355,Agentur für Arbeit Paderborn,paderborn@arbeitsagentur.de,,"Bahnhofstr. 26, 33102 Paderborn",,arbeitsagentur,bund,"""Arbeit und Soziales""",nrw,,,,Bundesministerium für Arbeit und Soziales
11087,Agentur für Arbeit Passau,passau@arbeitsagentur.de,Tel:+49 (0)851 508-0 Fax:+49 (0)851 508-440,Innstr. 30 94032 Passau,http://www.arbeitsagentur.de/web/content/84701,,bund,"""Arbeit und Soziales""",,,,,Bundesministerium für Arbeit und Soziales
14356,Agentur für Arbeit Pfarrkirchen,pfarrkirchen@arbeitsagentur.de,,"Max-Breiherr-Str. 3, 84347 Pfarrkirchen",,arbeitsagentur,bund,"""Arbeit und Soziales""",bayern,,,,Bundesministerium für Arbeit und Soziales
14357,Agentur für Arbeit Pirna,pirna@arbeitsagentur.de,,"Seminarstr. 9, 01796 Pirna",,arbeitsagentur,bund,"""Arbeit und Soziales""",sachsen,,,,Bundesministerium für Arbeit und Soziales
14358,Agentur für Arbeit Plauen,plauen@arbeitsagentur.de,,"Richard-Hofmann-Str. 6, 08523 Plauen",,arbeitsagentur,bund,"""Arbeit und Soziales""",sachsen,,,,Bundesministerium für Arbeit und Soziales
14359,Agentur für Arbeit Potsdam,potsdam@arbeitsagentur.de,,"Horstweg 102-108, 14478 Potsdam",,arbeitsagentur,bund,"""Arbeit und Soziales""",brandenburg,,,,Bundesministerium für Arbeit und Soziales
14360,Agentur für Arbeit Recklinghausen,recklinghausen@arbeitsagentur.de,,"Görresstr. 15, 45657 Recklinghausen",,arbeitsagentur,bund,"""Arbeit und Soziales""",nrw,,,,Bundesministerium für Arbeit und Soziales
11088,Agentur für Arbeit Regensburg,regensburg@arbeitsagentur.de,Tel:+49 (0)941 7808-0 Fax:+49 (0)941 7808-222,Galgenbergstraße 24 93053 Regensburg,http://www.arbeitsagentur.de/web/content/73901,arbeitsagentur,bund,"""Arbeit und Soziales""",,,,,Bundesministerium für Arbeit und Soziales
14361,Agentur für Arbeit Reutlingen,reutlingen@arbeitsagentur.de,,"Albstr. 83, 72764 Reutlingen",,arbeitsagentur,bund,"""Arbeit und Soziales""",baden-wurttemberg,,,,Bundesministerium für Arbeit und Soziales
14362,Agentur für Arbeit Rheine,rheine@arbeitsagentur.de,,"Dutumer Str. 5, 48431 Rheine",,arbeitsagentur,bund,"""Arbeit und Soziales""",nrw,,,,Bundesministerium für Arbeit und Soziales
14363,Agentur für Arbeit Riesa,riesa@arbeitsagentur.de,,"Rudolf-Breitscheid-Str. 35, 01587 Riesa",,arbeitsagentur,bund,"""Arbeit und Soziales""",sachsen,,,,Bundesministerium für Arbeit und Soziales
11089,Agentur für Arbeit Rosenheim,rosenheim@arbeitsagentur.de,Tel:+49 (0)8031 202-0 Fax:+49 (0)8031 202-400,Wittelsbacherstraße 57 83022 Rosenheim,http://www.arbeitsagentur.de/web/content/85501,arbeitsagentur,bund,"""Arbeit und Soziales""",,,,,Bundesministerium für Arbeit und Soziales
14364,Agentur für Arbeit Rostock,rostock@arbeitsagentur.de,,"Kopernikusstr. 1a, 18057 Rostock",,arbeitsagentur,bund,"""Arbeit und Soziales""",mecklenburg-vorpommern,,,,Bundesministerium für Arbeit und Soziales
14365,Agentur für Arbeit Rottweil – Villingen-Schwennigen,rottweil-villingen-schwennigen@arbeitsagentur.de,,"Lantwattenstr. 2, 78050 Villingen-Schwenningen",,arbeitsagentur,bund,"""Arbeit und Soziales""",baden-wurttemberg,,,,Bundesministerium für Arbeit und Soziales
5774,Agentur für Arbeit Saarbrücken,saarbruecken@arbeitsagentur.de,"Tel.: 01801/555111 (Arbeitnehmer)
01801/664466 (Arbeitgeber)
Festnetzpreis 3,9 ct/min;
Mobilfunkpreis höchsten 42 ct/min
Fax: 0681/9449105000","Hafenstraße 18
66111 Saarbrücken",http://www.arbeitsagentur.de/nn_16384/Navigation/Dienststellen/RD-RPS/Saarbruecken/Agentur/Agentur-Nav.html,arbeitsagentur,bund,,,,,,Bundesministerium für Arbeit und Soziales
14366,Agentur für Arbeit Saarland,saarland@arbeitsagentur.de,,"Hafenstr. 18, 66111 Saarbrücken",,arbeitsagentur,bund,"""Arbeit und Soziales""",saarland,,,,Bundesministerium für Arbeit und Soziales
5775,Agentur für Arbeit Saarlouis,saarlouis@arbeitsagentur.de,"Tel.: 01801/555111 (Arbeitnehmer)
01801/664466 (Arbeitgeber)
Festnetzpreis 3,9 ct/min;
Mobilfunkpreis höchsten 42 ct/min
Fax: 06831/448399","Ludwigstraße 10
66740 Saarlouis",http://www.arbeitsagentur.de/nn_16484/Navigation/Dienststellen/RD-RPS/Saarlouis/Agentur/Agentur-Nav.html,arbeitsagentur,bund,,,,,,Bundesministerium für Arbeit und Soziales
14367,Agentur für Arbeit Sangerhausen,sangerhausen@arbeitsagentur.de,,"Baumschulenweg 1, 06526 Sangerhausen",,arbeitsagentur,bund,"""Arbeit und Soziales""",sachsen-anhalt/thueringen,,,,Bundesministerium für Arbeit und Soziales
14368,Agentur für Arbeit Schwäbisch Hall – Tauberbischofsheim,schwaebisch-hall-tauberbischofsheim@arbeitsagentur.de,,"Bahnhofstr. 18, 74523 Schwäbisch Hall",,arbeitsagentur,bund,"""Arbeit und Soziales""",baden-wurttemberg,,,,Bundesministerium für Arbeit und Soziales
11090,Agentur für Arbeit Schwandorf,schwandorf@arbeitsagentur.de,Tel:+49 (0)9431 200-0 Fax:+49 (0)9431 200-299,Wackersdorfer Straße 4 92421 Schwandorf,http://www.arbeitsagentur.de/web/content/74301,arbeitsagentur,bund,"""Arbeit und Soziales""",,,,,Bundesministerium für Arbeit und Soziales
11091,Agentur für Arbeit Schweinfurt,schweinfurt@arbeitsagentur.de,Tel:+49 (0)9721 547-0 Fax:+49 (0)9721 547-498,Kornacherstraße 6 97421 Schweinfurt,http://www.arbeitsagentur.de/web/content/74701,arbeitsagentur,bund,"""Arbeit und Soziales""",,,,,Bundesministerium für Arbeit und Soziales
14369,Agentur für Arbeit Schwerin,schwerin@arbeitsagentur.de,,"Am Margaretenhof 14/16, 19057 Schwerin",,arbeitsagentur,bund,"""Arbeit und Soziales""",mecklenburg-vorpommern,,,,Bundesministerium für Arbeit und Soziales
14370,Agentur für Arbeit Siegen,siegen@arbeitsagentur.de,,"Emilienstr. 45, 57072 Siegen",,arbeitsagentur,bund,"""Arbeit und Soziales""",nrw,,,,Bundesministerium für Arbeit und Soziales
14371,Agentur für Arbeit Solingen-Wuppertal,solingen-wuppertal@arbeitsagentur.de,,"Hünefeldstr. 3-17, 42285 Wuppertal",,arbeitsagentur,bund,"""Arbeit und Soziales""",nrw,,,,Bundesministerium für Arbeit und Soziales
14372,Agentur für Arbeit Stade,stade@arbeitsagentur.de,,"Am Schwingedeich 2, 21680 Stade",,arbeitsagentur,bund,"""Arbeit und Soziales""",niedersachsen,,,,Bundesministerium für Arbeit und Soziales
7264,Agentur für Arbeit Staßfurt,stassfurt@arbeitsagentur.de,"Telefon: 03925 852-0, Fax: 03925 852-200","Bernburger Str. 26 , 39418 Staßfurt, Stadt - Staßfurt",http://www.arbeitsagentur.de,Behörde,bund,,,,,,Bundesministerium für Arbeit und Soziales
7265,Agentur für Arbeit Stendal,stendal@arbeitsagentur.de,"Telefon: 0 39 31 64 00, Fax: 0 39 31 64 06 66","Stadtseeallee 71 , 39576 Stendal, Hansestadt - Stendal",http://www.arbeitsagentur.de,Behörde,bund,,,,,,Bundesministerium für Arbeit und Soziales
5776,Agentur für Arbeit St. Ingbert,stingbert@arbeitsagentur.de,"Tel.: 01801/555111 (Arbeitnehmer)
01801/664466 (Arbeitgeber)
Festnetzpreis 3,9 ct/min;
Mobilfunkpreis höchsten 42 ct/min
Fax: 06894/921150","Hafenstraße 18
66111 Saarbrücken",http://www.arbeitsagentur.de/nn_16384/Partner/RD-RPS/Saarbruecken/55509-Geschaeftsstelle-St-Ingbert.html,arbeitsagentur,bund,,,,,,Bundesministerium für Arbeit und Soziales
14373,Agentur für Arbeit Stralsund,stralsund@arbeitsagentur.de,,"Carl-Heydemann-Ring 98, 18437 Stralsund",,arbeitsagentur,bund,"""Arbeit und Soziales""",mecklenburg-vorpommern,,,,Bundesministerium für Arbeit und Soziales
14374,Agentur für Arbeit Stuttgart,stuttgart@arbeitsagentur.de,,"Nordbahnhofstr. 30-34, 70191 Stuttgart",,arbeitsagentur,bund,"""Arbeit und Soziales""",baden-wurttemberg,,,,Bundesministerium für Arbeit und Soziales
5777,Agentur für Arbeit St. Wendel,stwendel@arbeitsagentur.de,"Tel.: 01801/555111 (Arbeitnehmer)
01801/664466 (Arbeitgeber)
Festnetzpreis 3,9 ct/min;
Mobilfunkpreis höchsten 42 ct/min
Fax: 06851/890942","Ringstraße 1
66538 Neunkirchen",http://www.arbeitsagentur.de/nn_16056/Partner/RD-RPS/Neunkirchen/53913-Geschaeftsstelle-StWendel.html,arbeitsagentur,bund,,,,,,Bundesministerium für Arbeit und Soziales
14375,Agentur für Arbeit Suhl,suhl@arbeitsagentur.de,,"Werner-Seelenbinder-Str. 8, 98529 Suhl",,arbeitsagentur,bund,"""Arbeit und Soziales""",sachsen-anhalt/thueringen,,,,Bundesministerium für Arbeit und Soziales
5778,Agentur für Arbeit Sulzbach,sulzbach@arbeitsagentur.de,"Tel.: 01801/555111 (Arbeitnehmer)
01801/664466 (Arbeitgeber)
Festnetzpreis 3,9 ct/min;
Mobilfunkpreis höchsten 42 ct/min
Fax: 06897/921150","Hafenstraße 18
66111 Saarbrücken",http://www.arbeitsagentur.de/nn_16384/Partner/RD-RPS/Saarbruecken/55513-Geschaeftsstelle-Sulzbach.html,arbeitsagentur,bund,,,,,,Bundesministerium für Arbeit und Soziales
11092,Agentur für Arbeit Traunstein,traunstein@arbeitsagentur.de,Tel:+49 (0)861 703-0 Fax:+49 (0)861 703-550,Chiemseestr. 35 83278 Traunstein,http://www.arbeitsagentur.de/web/content/85901,arbeitsagentur,bund,"""Arbeit und Soziales""",,,,,Bundesministerium für Arbeit und Soziales
14376,Agentur für Arbeit Trier,trier@arbeitsagentur.de,,"Dasbachstraße 9, 54292 Trier",,arbeitsagentur,bund,"""Arbeit und Soziales""",rheinland-pfalz,,,,Bundesministerium für Arbeit und Soziales
14377,Agentur für Arbeit Ulm,ulm@arbeitsagentur.de,,"Wichernstr. 5, 89073 Ulm",,arbeitsagentur,bund,"""Arbeit und Soziales""",baden-wurttemberg,,,,Bundesministerium für Arbeit und Soziales
14378,Agentur für Arbeit Vechta,vechta@arbeitsagentur.de,,"Rombergstr. 51, 49377 Vechta",,arbeitsagentur,bund,"""Arbeit und Soziales""",niedersachsen,,,,Bundesministerium für Arbeit und Soziales
5779,Agentur für Arbeit Völklingen,völklingen@arbeitsagentur.de,"Tel.: 01801/555111 (Arbeitnehmer)
01801/664466 (Arbeitgeber)
Festnetzpreis 3,9 ct/min;
Mobilfunkpreis höchsten 42 ct/min
Fax: 06898/5010150","Hafenstraße 18
66111 Saarbrücken",http://www.arbeitsagentur.de/nn_16384/Partner/RD-RPS/Saarbruecken/55517-Geschaeftsstelle-Voelklingen.html,arbeitsagentur,bund,,,,,,Bundesministerium für Arbeit und Soziales
5780,Agentur für Arbeit Wadern,wadern@arbeitsagentur.de,"Tel.: 01801/555111 (Arbeitnehmer)
01801/664466 (Arbeitgeber)
Festnetzpreis 3,9 ct/min;
Mobilfunkpreis höchsten 42 ct/min
Fax: 06871/900950","Ludwigstraße 10
66740 Saarlouis",http://www.arbeitsagentur.de/nn_16484/Partner/RD-RPS/Saarlouis/55913-Geschaeftsstelle-Wadern.html,arbeitsagentur,bund,,,,,,Bundesministerium für Arbeit und Soziales
14379,Agentur für Arbeit Waiblingen,waiblingen@arbeitsagentur.de,,"Mayenner Str. 60, 71332 Waiblingen",,arbeitsagentur,bund,"""Arbeit und Soziales""",baden-wurttemberg,,,,Bundesministerium für Arbeit und Soziales
11093,Agentur für Arbeit Weiden,weiden@arbeitsagentur.de,Tel:+49 (0)961 409-0 Fax:+49 (0)961 409-5578,Weigelstr. 24 92637 Weiden i.d.OPf.,http://www.arbeitsagentur.de/web/content/75101,arbeitsagentur,bund,"""Arbeit und Soziales""",,,,,Bundesministerium für Arbeit und Soziales
11094,Agentur für Arbeit Weilheim,weilheim@arbeitsagentur.de,Tel:+49 (0)881 991-0 Fax:+49 (0)881 991-146,Karwendelstraße 1 82362 Weilheim i.OB,http://www.arbeitsagentur.de/web/content/86301,arbeitsagentur,bund,"""Arbeit und Soziales""",,,,,Bundesministerium für Arbeit und Soziales
14380,Agentur für Arbeit Weißenfels,weissenfels@arbeitsagentur.de,,"Promenade 19, 06667 Weißenfels",,arbeitsagentur,bund,"""Arbeit und Soziales""",sachsen-anhalt/thueringen,,,,Bundesministerium für Arbeit und Soziales
14381,Agentur für Arbeit Wesel,wesel@arbeitsagentur.de,,"Reeser Landstr. 61, 46483 Wesel",,arbeitsagentur,bund,"""Arbeit und Soziales""",nrw,,,,Bundesministerium für Arbeit und Soziales
14382,Agentur für Arbeit Wiesbaden,wiesbaden@arbeitsagentur.de,,"Klarenthaler Str. 34, 65197 Wiesbaden",,arbeitsagentur,bund,"""Arbeit und Soziales""",hessen,,,,Bundesministerium für Arbeit und Soziales
14383,Agentur für Arbeit Würzburg,wuerzburg@arbeitsagentur.de,,"Schießhausstr. 9, 97072 Würzburg",,arbeitsagentur,bund,"""Arbeit und Soziales""",bayern,,,,Bundesministerium für Arbeit und Soziales
14384,Agentur für Arbeit Zwickau,zwickau@arbeitsagentur.de,,"Pölbitzer Str. 9a, 08058 Zwickau",,arbeitsagentur,bund,"""Arbeit und Soziales""",sachsen,,,,Bundesministerium für Arbeit und Soziales
